LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,Default_Payment,Bill_Amount_Total,Pay_Amount_Total,Bill_Amount_Average,Pay_Amount_Average,Repayment_Status_Total,Repayment_Status_Average,Bill_Amount_Total_cluster,Bill_Amount_Average_cluster,Pay_Amount_Total_cluster,Pay_Amount_Average_cluster,Repayment_Status_Total_cluster,Repayment_Status_Average_cluster,AGE_cluster
20000,1,2,1,39,1,120421,6080,20070.166666666668,1013.3333333333334,2,0.3333333333333333,0,0,0,0,1,0,9
110000,1,3,1,35,1,444369,21400,74061.5,3566.6666666666665,6,1.0,3,3,0,0,6,7,8
240000,2,1,2,28,0,478797,30750,79799.5,5125.0,0,0.0,1,1,0,0,4,4,6
50000,2,2,1,34,0,196313,10681,32718.833333333332,1780.1666666666667,0,0.0,3,3,0,0,4,4,8
20000,2,1,-1,51,0,7503,3823,1250.5,637.1666666666666,-6,-1.0,0,0,0,0,5,1,5
190000,2,3,1,42,0,699447,34129,116574.5,5688.166666666667,0,0.0,1,1,0,0,4,4,9
100000,2,3,2,50,0,528654,29891,88109.0,4981.833333333333,2,0.3333333333333333,1,1,0,0,1,0,5
500000,1,2,1,34,0,24702,16880,4117.0,2813.3333333333335,-11,-1.8333333333333333,0,0,0,0,0,2,8
170000,2,1,1,40,0,5120,4665,853.3333333333334,777.5,-6,-1.0,0,0,0,0,5,1,9
150000,2,2,2,23,0,50033,17618,8338.833333333334,2936.3333333333335,0,0.0,0,0,0,0,4,4,3
30000,1,2,1,48,0,182879,5087,30479.833333333332,847.8333333333334,0,0.0,3,3,0,0,4,4,5
80000,1,2,2,41,1,387685,13252,64614.166666666664,2208.6666666666665,2,0.3333333333333333,3,3,0,0,1,0,9
340000,2,3,1,49,0,106583,130965,17763.833333333332,21827.5,-9,-1.5,0,0,1,1,8,6,5
210000,2,2,2,30,0,513885,22603,85647.5,3767.1666666666665,6,1.0,1,1,0,0,6,7,0
30000,2,1,2,23,0,137274,3866,22879.0,644.3333333333334,0,0.0,0,0,0,0,4,4,3
230000,1,1,2,27,0,12827,10607,2137.8333333333335,1767.8333333333333,-6,-1.0,0,0,0,0,5,1,6
20000,1,2,2,23,0,104453,9600,17408.833333333332,1600.0,0,0.0,0,0,0,0,4,4,3
70000,2,3,1,26,0,366752,14978,61125.333333333336,2496.3333333333335,0,0.0,3,3,0,0,4,4,6
310000,2,1,1,66,1,1405423,50198,234237.16666666666,8366.333333333334,0,0.0,4,4,2,2,4,4,7
80000,1,2,2,36,1,133950,9708,22325.0,1618.0,0,0.0,0,0,0,0,4,4,4
150000,2,2,2,27,0,714458,27592,119076.33333333333,4598.666666666667,0,0.0,1,1,0,0,4,4,6
20000,1,3,1,49,0,51248,4281,8541.333333333334,713.5,-2,-0.3333333333333333,0,0,0,0,2,9,5
220000,2,2,1,54,0,10719,7771,1786.5,1295.1666666666667,-2,-0.3333333333333333,0,0,0,0,2,9,2
150000,2,1,2,30,0,885714,32020,147619.0,5336.666666666667,0,0.0,4,4,0,0,4,4,0
150000,2,2,1,28,0,194889,72082,32481.5,12013.666666666666,-3,-0.5,3,3,2,2,2,9,6
150000,2,1,2,29,1,37244,24124,6207.333333333333,4020.6666666666665,-3,-0.5,0,0,0,0,2,9,0
420000,2,2,1,30,0,537598,263703,89599.66666666667,43950.5,-2,-0.3333333333333333,1,1,1,1,2,9,0
80000,2,2,1,31,0,0,0,0.0,0.0,-12,-2.0,0,0,0,0,0,2,0
100000,2,2,1,37,0,462067,17159,77011.16666666667,2859.8333333333335,-1,-0.16666666666666666,1,1,0,0,4,4,4
30000,2,2,2,27,1,98422,5400,16403.666666666668,900.0,12,2.0,0,0,0,0,3,3,6
50000,1,2,1,37,0,74303,3800,12383.833333333334,633.3333333333334,-4,-0.6666666666666666,0,0,0,0,2,9,4
330000,2,1,2,39,1,5146,3174,857.6666666666666,529.0,-7,-1.1666666666666667,0,0,0,0,5,1,9
140000,2,2,2,36,0,828985,32900,138164.16666666666,5483.333333333333,4,0.6666666666666666,1,1,0,0,1,0,4
50000,2,2,1,34,0,344319,12638,57386.5,2106.3333333333335,0,0.0,3,3,0,0,4,4,8
360000,1,2,1,37,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,4
180000,1,2,2,38,1,315529,13400,52588.166666666664,2233.3333333333335,0,0.0,3,3,0,0,4,4,4
130000,2,2,1,27,0,322567,14670,53761.166666666664,2445.0,4,0.6666666666666666,3,3,0,0,1,0,6
130000,2,2,2,31,0,571825,15760,95304.16666666667,2626.6666666666665,5,0.8333333333333334,1,1,0,0,6,7,0
20000,1,1,2,24,0,112349,4400,18724.833333333332,733.3333333333334,8,1.3333333333333333,0,0,0,0,6,7,3
260000,2,1,2,30,0,344212,10494,57368.666666666664,1749.0,0,0.0,3,3,0,0,4,4,0
50000,2,2,2,51,0,294302,9729,49050.333333333336,1621.5,0,0.0,3,3,0,0,4,4,5
320000,2,2,1,29,0,695130,52385,115855.0,8730.833333333334,0,0.0,1,1,2,2,4,4,0
70000,2,2,1,37,1,297091,13050,49515.166666666664,2175.0,0,0.0,3,3,0,0,4,4,4
180000,2,1,1,47,0,15207,13322,2534.5,2220.3333333333335,-5,-0.8333333333333334,0,0,0,0,5,1,1
60000,1,2,1,54,0,288829,8779,48138.166666666664,1463.1666666666667,4,0.6666666666666666,3,3,0,0,1,0,2
80000,1,2,1,23,0,4745,5373,790.8333333333334,895.5,-12,-2.0,0,0,0,0,0,2,3
10000,2,3,1,49,0,50993,3742,8498.833333333334,623.6666666666666,0,0.0,0,0,0,0,4,4,5
150000,2,2,1,33,1,278208,14000,46368.0,2333.3333333333335,3,0.5,3,3,0,0,1,0,8
50000,2,3,2,55,0,202211,16099,33701.833333333336,2683.1666666666665,0,0.0,3,3,0,0,4,4,2
150000,1,3,2,41,0,339841,144559,56640.166666666664,24093.166666666668,0,0.0,3,3,1,1,4,4,9
350000,1,1,2,38,0,120226,33628,20037.666666666668,5604.666666666667,-1,-0.16666666666666666,0,0,0,0,4,4,4
380000,2,1,2,44,0,1990419,74571,331736.5,12428.5,0,0.0,2,2,2,2,4,4,1
130000,2,3,2,25,0,2902,3043,483.6666666666667,507.1666666666667,-6,-1.0,0,0,0,0,5,1,3
180000,2,1,1,35,0,1651,295,275.1666666666667,49.166666666666664,-10,-1.6666666666666667,0,0,0,0,8,6,8
100000,2,2,1,41,0,528577,24032,88096.16666666667,4005.3333333333335,0,0.0,1,1,0,0,4,4,9
30000,2,3,1,31,1,148960,6300,24826.666666666668,1050.0,13,2.1666666666666665,0,0,0,0,3,3,0
430000,1,1,2,28,0,2184569,195019,364094.8333333333,32503.166666666668,0,0.0,2,2,1,1,4,4,6
200000,2,2,1,37,1,13142,12111,2190.3333333333335,2018.5,-3,-0.5,0,0,0,0,2,9,4
360000,1,2,1,43,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,1
80000,2,1,2,32,0,10741,28141,1790.1666666666667,4690.166666666667,-6,-1.0,0,0,0,0,5,1,8
40000,2,1,2,26,1,169794,6700,28299.0,1116.6666666666667,10,1.6666666666666667,3,3,0,0,3,3,6
80000,2,2,2,29,0,66920,7352,11153.333333333334,1225.3333333333333,0,0.0,0,0,0,0,4,4,0
20000,1,3,2,23,0,111039,5474,18506.5,912.3333333333334,0,0.0,0,0,0,0,4,4,3
250000,2,2,2,24,1,8845,6817,1474.1666666666667,1136.1666666666667,-4,-0.6666666666666666,0,0,0,0,2,9,3
70000,1,2,1,43,0,83552,76384,13925.333333333334,12730.666666666666,-3,-0.5,0,0,2,2,2,9,1
20000,2,1,1,34,1,110094,8586,18349.0,1431.0,0,0.0,0,0,0,0,4,4,8
160000,2,-1,1,39,0,-108,0,-18.0,0.0,-9,-1.5,0,0,0,0,8,6,9
70000,1,2,1,36,1,56718,1850,9453.0,308.3333333333333,-6,-1.0,0,0,0,0,5,1,4
50000,2,2,2,34,0,2960,2955,493.3333333333333,492.5,-12,-2.0,0,0,0,0,0,2,8
30000,2,3,1,41,1,170993,8136,28498.833333333332,1356.0,13,2.1666666666666665,3,3,0,0,3,3,9
80000,1,2,1,48,0,135806,70317,22634.333333333332,11719.5,-1,-0.16666666666666666,0,0,2,2,4,4,5
20000,1,2,1,52,0,106560,5758,17760.0,959.6666666666666,0,0.0,0,0,0,0,4,4,5
50000,2,-1,1,32,0,51164,5533,8527.333333333334,922.1666666666666,0,0.0,0,0,0,0,4,4,8
50000,1,1,2,26,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,6
230000,2,1,1,36,0,8760,7062,1460.0,1177.0,-6,-1.0,0,0,0,0,5,1,4
10000,2,2,2,23,1,-6000,1000,-1000.0,166.66666666666666,-9,-1.5,0,0,0,0,8,6,3
20000,1,2,1,42,0,112078,6153,18679.666666666668,1025.5,4,0.6666666666666666,0,0,0,0,1,0,9
110000,1,2,2,34,0,446298,18020,74383.0,3003.3333333333335,4,0.6666666666666666,3,3,0,0,1,0,8
200000,2,1,2,29,0,26884,21676,4480.666666666667,3612.6666666666665,-6,-1.0,0,0,0,0,5,1,0
20000,1,2,1,59,0,103392,154037,17232.0,25672.833333333332,-2,-0.3333333333333333,0,0,1,1,2,9,2
80000,1,1,2,29,0,14553,8538,2425.5,1423.0,0,0.0,0,0,0,0,4,4,0
280000,2,2,2,31,0,5611,10971,935.1666666666666,1828.5,-7,-1.1666666666666667,0,0,0,0,5,1,0
140000,2,2,1,45,0,232252,7617,38708.666666666664,1269.5,-2,-0.3333333333333333,3,3,0,0,2,9,1
60000,2,1,2,25,0,159181,7575,26530.166666666668,1262.5,6,1.0,0,0,0,0,6,7,3
50000,1,2,1,51,0,369890,21010,61648.333333333336,3501.6666666666665,-2,-0.3333333333333333,3,3,0,0,2,9,5
200000,2,1,1,34,0,35979,42170,5996.5,7028.333333333333,-12,-2.0,0,0,2,2,0,2,8
180000,2,1,1,38,0,714869,37500,119144.83333333333,6250.0,3,0.5,1,1,0,0,1,0,4
260000,2,2,2,45,0,1217813,47009,202968.83333333334,7834.833333333333,0,0.0,4,4,2,2,4,4,1
150000,1,1,2,32,1,293271,10367,48878.5,1727.8333333333333,6,1.0,3,3,0,0,6,7,8
130000,2,1,2,32,0,761058,34000,126843.0,5666.666666666667,0,0.0,1,1,0,0,4,4,8
120000,1,3,2,50,1,1170,780,195.0,130.0,-8,-1.3333333333333333,0,0,0,0,8,6,5
210000,2,2,1,30,0,0,0,0.0,0.0,-12,-2.0,0,0,0,0,0,2,0
110000,2,1,-1,33,0,608681,43992,101446.83333333333,7332.0,0,0.0,1,1,2,2,4,4,8
30000,1,2,2,28,0,51057,38410,8509.5,6401.666666666667,-6,-1.0,0,0,0,0,5,1,6
170000,2,1,2,25,1,22123,11355,3687.1666666666665,1892.5,-6,-1.0,0,0,0,0,5,1,3
360000,2,1,2,32,0,99353,68705,16558.833333333332,11450.833333333334,-3,-0.5,0,0,2,2,2,9,8
130000,1,1,2,37,1,601624,22502,100270.66666666667,3750.3333333333335,0,0.0,1,1,0,0,4,4,4
30000,2,1,2,24,1,89544,7371,14924.0,1228.5,6,1.0,0,0,0,0,6,7,3
160000,2,2,1,31,0,2111,1872,351.8333333333333,312.0,-12,-2.0,0,0,0,0,0,2,0
30000,2,2,1,43,0,166698,7554,27783.0,1259.0,-1,-0.16666666666666666,3,3,0,0,4,4,1
10000,2,2,2,22,1,1000,1000,166.66666666666666,166.66666666666666,-7,-1.1666666666666667,0,0,0,0,5,1,3
50000,2,2,2,38,0,18157,10658,3026.1666666666665,1776.3333333333333,-2,-0.3333333333333333,0,0,0,0,2,9,4
80000,1,2,1,40,0,60198,24100,10033.0,4016.6666666666665,-3,-0.5,0,0,0,0,2,9,9
260000,2,1,1,49,0,2360,1180,393.3333333333333,196.66666666666666,-4,-0.6666666666666666,0,0,0,0,2,9,5
170000,1,3,2,26,1,379024,19086,63170.666666666664,3181.0,2,0.3333333333333333,3,3,0,0,1,0,6
30000,2,3,2,25,0,151890,10600,25315.0,1766.6666666666667,0,0.0,0,0,0,0,4,4,3
50000,2,3,2,51,0,123323,6293,20553.833333333332,1048.8333333333333,0,0.0,0,0,0,0,4,4,5
120000,1,3,1,40,0,540017,41424,90002.83333333333,6904.0,0,0.0,1,1,2,2,4,4,9
240000,2,2,1,31,1,435451,15802,72575.16666666667,2633.6666666666665,2,0.3333333333333333,3,3,0,0,1,0,0
180000,1,1,2,41,0,226836,125158,37806.0,20859.666666666668,-3,-0.5,3,3,2,2,2,9,9
60000,2,3,2,26,0,247233,10289,41205.5,1714.8333333333333,0,0.0,3,3,0,0,4,4,6
150000,2,3,2,32,1,477496,22555,79582.66666666667,3759.1666666666665,0,0.0,1,1,0,0,4,4,8
360000,2,2,2,26,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,6
350000,2,1,2,32,1,0,0,0.0,0.0,-12,-2.0,0,0,0,0,0,2,8
30000,2,1,1,43,0,1170,780,195.0,130.0,-9,-1.5,0,0,0,0,8,6,1
120000,2,1,2,29,0,715601,29419,119266.83333333333,4903.166666666667,0,0.0,1,1,0,0,4,4,0
330000,1,1,1,43,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,1
500000,1,2,2,44,0,296077,160695,49346.166666666664,26782.5,-7,-1.1666666666666667,3,3,1,1,5,1,1
100000,2,2,1,34,0,609546,25600,101591.0,4266.666666666667,0,0.0,1,1,0,0,4,4,8
80000,2,2,1,37,0,11947,6911,1991.1666666666667,1151.8333333333333,-1,-0.16666666666666666,0,0,0,0,4,4,4
260000,2,2,2,30,0,296196,30297,49366.0,5049.5,0,0.0,3,3,0,0,4,4,0
500000,1,2,1,41,0,929208,100623,154868.0,16770.5,0,0.0,4,4,2,2,4,4,9
90000,1,1,2,52,0,312701,17110,52116.833333333336,2851.6666666666665,0,0.0,3,3,0,0,4,4,5
360000,2,2,1,38,0,10002,12073,1667.0,2012.1666666666667,-6,-1.0,0,0,0,0,5,1,4
360000,1,3,2,34,0,11577,8964,1929.5,1494.0,-6,-1.0,0,0,0,0,5,1,8
100000,2,2,2,25,0,15355,7067,2559.1666666666665,1177.8333333333333,-3,-0.5,0,0,0,0,2,9,3
200000,1,2,2,36,1,1142417,51000,190402.83333333334,8500.0,0,0.0,4,4,2,2,4,4,4
490000,2,2,2,52,0,733784,28024,122297.33333333333,4670.666666666667,0,0.0,1,1,0,0,4,4,5
460000,1,1,1,40,0,504879,26245,84146.5,4374.166666666667,0,0.0,1,1,0,0,4,4,9
20000,1,1,2,39,1,78886,7000,13147.666666666666,1166.6666666666667,11,1.8333333333333333,0,0,0,0,3,3,9
230000,2,2,1,35,0,390131,18000,65021.833333333336,3000.0,0,0.0,3,3,0,0,4,4,8
170000,2,2,2,28,0,1053614,47000,175602.33333333334,7833.333333333333,0,0.0,4,4,2,2,4,4,6
60000,2,3,1,63,0,246354,18182,41059.0,3030.3333333333335,0,0.0,3,3,0,0,4,4,7
90000,2,2,1,33,0,293614,67897,48935.666666666664,11316.166666666666,2,0.3333333333333333,3,3,2,2,1,0,8
160000,1,1,1,38,0,499,499,83.16666666666667,83.16666666666667,-7,-1.1666666666666667,0,0,0,0,5,1,4
20000,1,2,2,30,1,121571,6700,20261.833333333332,1116.6666666666667,6,1.0,0,0,0,0,6,7,0
500000,2,1,1,36,0,200,159400,33.333333333333336,26566.666666666668,-9,-1.5,0,0,1,1,8,6,4
30000,2,2,1,42,1,73797,10673,12299.5,1778.8333333333333,0,0.0,0,0,0,0,4,4,9
170000,1,2,2,31,0,24323,25670,4053.8333333333335,4278.333333333333,-5,-0.8333333333333334,0,0,0,0,5,1,0
100000,2,3,1,44,0,426752,18025,71125.33333333333,3004.1666666666665,0,0.0,3,3,0,0,4,4,1
50000,1,2,2,39,0,236608,8891,39434.666666666664,1481.8333333333333,0,0.0,3,3,0,0,4,4,9
110000,1,2,2,28,1,648097,21100,108016.16666666667,3516.6666666666665,8,1.3333333333333333,1,1,0,0,6,7,6
20000,2,1,2,23,0,54468,3873,9078.0,645.5,2,0.3333333333333333,0,0,0,0,1,0,3
70000,2,3,2,26,0,209235,18600,34872.5,3100.0,0,0.0,3,3,0,0,4,4,6
310000,2,2,1,42,0,189140,181974,31523.333333333332,30329.0,-11,-1.8333333333333333,3,3,1,1,0,2,9
30000,1,2,2,28,1,203939,7800,33989.833333333336,1300.0,8,1.3333333333333333,3,3,0,0,6,7,6
30000,2,2,1,27,1,146630,8500,24438.333333333332,1416.6666666666667,8,1.3333333333333333,0,0,0,0,6,7,6
100000,2,1,1,36,0,76985,1000,12830.833333333334,166.66666666666666,-6,-1.0,0,0,0,0,5,1,4
150000,2,1,2,30,0,7954,11253,1325.6666666666667,1875.5,-12,-2.0,0,0,0,0,0,2,0
80000,1,2,2,27,0,265226,10724,44204.333333333336,1787.3333333333333,0,0.0,3,3,0,0,4,4,6
200000,2,3,1,40,0,855387,29353,142564.5,4892.166666666667,2,0.3333333333333333,1,1,0,0,1,0,9
20000,1,2,1,36,1,115314,5590,19219.0,931.6666666666666,9,1.5,0,0,0,0,6,7,4
30000,1,2,1,33,0,188245,8801,31374.166666666668,1466.8333333333333,0,0.0,3,3,0,0,4,4,8
50000,2,3,1,42,0,91682,4847,15280.333333333334,807.8333333333334,0,0.0,0,0,0,0,4,4,9
130000,2,-1,1,32,0,65071,19794,10845.166666666666,3299.0,-2,-0.3333333333333333,0,0,0,0,2,9,8
330000,1,1,2,32,0,827567,34923,137927.83333333334,5820.5,0,0.0,1,1,0,0,4,4,8
80000,2,3,2,53,0,24917,19230,4152.833333333333,3205.0,-12,-2.0,0,0,0,0,0,2,2
50000,2,1,1,34,0,64973,65174,10828.833333333334,10862.333333333334,-6,-1.0,0,0,2,2,5,1,8
150000,2,1,2,33,0,22454,2000,3742.3333333333335,333.3333333333333,-7,-1.1666666666666667,0,0,0,0,5,1,8
210000,2,2,1,30,0,17055,9767,2842.5,1627.8333333333333,-2,-0.3333333333333333,0,0,0,0,2,9,0
30000,2,2,1,30,0,60484,389,10080.666666666666,64.83333333333333,1,0.16666666666666666,0,0,0,0,4,4,0
500000,2,1,2,30,0,25209,6994,4201.5,1165.6666666666667,-1,-0.16666666666666666,0,0,0,0,4,4,0
60000,2,1,2,32,0,55558,75144,9259.666666666666,12524.0,-1,-0.16666666666666666,0,0,2,2,4,4,8
20000,2,2,1,29,0,4383,3450,730.5,575.0,-4,-0.6666666666666666,0,0,0,0,2,9,0
30000,2,2,2,23,1,160265,13200,26710.833333333332,2200.0,8,1.3333333333333333,0,0,0,0,6,7,3
120000,1,2,1,60,1,174088,8050,29014.666666666668,1341.6666666666667,12,2.0,3,3,0,0,3,3,7
80000,2,2,1,37,1,369628,16734,61604.666666666664,2789.0,3,0.5,3,3,0,0,1,0,4
360000,2,1,1,35,1,0,0,0.0,0.0,-12,-2.0,0,0,0,0,0,2,8
150000,1,2,1,36,0,63761,44426,10626.833333333334,7404.333333333333,-4,-0.6666666666666666,0,0,2,2,2,9,4
10000,2,3,2,51,0,127104,5756,21184.0,959.3333333333334,0,0.0,0,0,0,0,4,4,5
230000,2,3,1,30,0,744092,125826,124015.33333333333,20971.0,-1,-0.16666666666666666,1,1,2,2,4,4,0
380000,2,3,2,31,0,65520,79977,10920.0,13329.5,-6,-1.0,0,0,2,2,5,1,0
350000,2,1,2,48,0,16310,10638,2718.3333333333335,1773.0,-12,-2.0,0,0,0,0,0,2,5
130000,2,2,2,23,0,635962,45000,105993.66666666667,7500.0,0,0.0,1,1,2,2,4,4,3
490000,2,1,2,29,0,132371,54404,22061.833333333332,9067.333333333334,-4,-0.6666666666666666,0,0,2,2,2,9,0
150000,2,2,2,28,0,23570,7070,3928.3333333333335,1178.3333333333333,-5,-0.8333333333333334,0,0,0,0,5,1,6
340000,2,2,2,38,1,780,780,130.0,130.0,-12,-2.0,0,0,0,0,0,2,4
80000,2,1,2,52,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,5
230000,2,1,2,36,0,4073,4073,678.8333333333334,678.8333333333334,-12,-2.0,0,0,0,0,0,2,4
160000,1,2,2,37,0,692968,26742,115494.66666666667,4457.0,0,0.0,1,1,0,0,4,4,4
300000,2,2,1,33,0,1708,382,284.6666666666667,63.666666666666664,-7,-1.1666666666666667,0,0,0,0,5,1,8
400000,2,2,1,24,0,578316,106520,96386.0,17753.333333333332,0,0.0,1,1,2,2,4,4,3
80000,2,2,1,45,0,2340,2340,390.0,390.0,-6,-1.0,0,0,0,0,5,1,1
320000,1,2,1,45,0,18043,16774,3007.1666666666665,2795.6666666666665,-6,-1.0,0,0,0,0,5,1,1
310000,1,1,2,36,0,114964,45845,19160.666666666668,7640.833333333333,-11,-1.8333333333333333,0,0,2,2,0,2,4
270000,2,2,1,32,0,23972,10965,3995.3333333333335,1827.5,-7,-1.1666666666666667,0,0,0,0,5,1,8
280000,2,3,1,53,0,48130,10000,8021.666666666667,1666.6666666666667,2,0.3333333333333333,0,0,0,0,1,0,2
330000,1,1,2,31,0,424007,60712,70667.83333333333,10118.666666666666,-2,-0.3333333333333333,3,3,2,2,2,9,0
50000,1,2,2,49,0,54896,4200,9149.333333333334,700.0,6,1.0,0,0,0,0,6,7,5
240000,2,1,2,26,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,6
180000,2,3,2,27,0,8905,7870,1484.1666666666667,1311.6666666666667,-6,-1.0,0,0,0,0,5,1,6
270000,1,1,2,28,1,1405554,35100,234259.0,5850.0,17,2.8333333333333335,4,4,0,0,9,8,6
70000,1,1,2,36,1,310083,13000,51680.5,2166.6666666666665,12,2.0,3,3,0,0,3,3,4
290000,1,1,2,27,0,1151248,51500,191874.66666666666,8583.333333333334,0,0.0,4,4,2,2,4,4,6
350000,2,1,2,41,0,8009,9911,1334.8333333333333,1651.8333333333333,-12,-2.0,0,0,0,0,0,2,9
210000,1,2,1,54,0,5020,5739,836.6666666666666,956.5,-3,-0.5,0,0,0,0,2,9,2
110000,1,2,2,47,1,344147,17500,57357.833333333336,2916.6666666666665,12,2.0,3,3,0,0,3,3,1
300000,1,2,1,32,1,8129,8186,1354.8333333333333,1364.3333333333333,-7,-1.1666666666666667,0,0,0,0,5,1,8
140000,2,2,2,38,0,633364,20017,105560.66666666667,3336.1666666666665,2,0.3333333333333333,1,1,0,0,1,0,4
80000,1,1,2,27,0,395516,14984,65919.33333333333,2497.3333333333335,2,0.3333333333333333,3,3,0,0,1,0,6
360000,2,2,1,42,0,50221,5841,8370.166666666666,973.5,-8,-1.3333333333333333,0,0,0,0,8,6,9
210000,2,2,2,33,0,142153,10800,23692.166666666668,1800.0,0,0.0,0,0,0,0,4,4,8
50000,1,2,2,22,1,119300,5150,19883.333333333332,858.3333333333334,5,0.8333333333333334,0,0,0,0,6,7,3
80000,2,1,2,28,1,1498,2284,249.66666666666666,380.6666666666667,-7,-1.1666666666666667,0,0,0,0,5,1,6
130000,2,3,2,27,0,335309,59907,55884.833333333336,9984.5,0,0.0,3,3,2,2,4,4,6
50000,2,1,2,22,0,205290,9634,34215.0,1605.6666666666667,0,0.0,3,3,0,0,4,4,3
80000,2,3,2,34,0,-2051,11000,-341.8333333333333,1833.3333333333333,-12,-2.0,0,0,0,0,0,2,8
350000,1,1,2,35,0,9434,6285,1572.3333333333333,1047.5,3,0.5,0,0,0,0,1,0,8
330000,2,2,1,37,0,15602,22514,2600.3333333333335,3752.3333333333335,-12,-2.0,0,0,0,0,0,2,4
80000,2,2,2,23,0,139855,8058,23309.166666666668,1343.0,8,1.3333333333333333,0,0,0,0,6,7,3
280000,2,1,1,51,0,48369,37383,8061.5,6230.5,-6,-1.0,0,0,0,0,5,1,5
30000,1,2,2,49,0,99100,4237,16516.666666666668,706.1666666666666,-2,-0.3333333333333333,0,0,0,0,2,9,5
200000,1,3,1,44,0,441038,19000,73506.33333333333,3166.6666666666665,0,0.0,3,3,0,0,4,4,1
120000,2,1,2,26,0,7173,4280,1195.5,713.3333333333334,-6,-1.0,0,0,0,0,5,1,6
50000,2,2,1,38,0,7405,1000,1234.1666666666667,166.66666666666666,-6,-1.0,0,0,0,0,5,1,4
50000,1,2,2,31,0,91154,8306,15192.333333333334,1384.3333333333333,3,0.5,0,0,0,0,1,0,0
300000,1,1,1,58,1,982253,37500,163708.83333333334,6250.0,11,1.8333333333333333,4,4,0,0,3,3,2
20000,1,2,2,30,0,18670,3232,3111.6666666666665,538.6666666666666,-1,-0.16666666666666666,0,0,0,0,4,4,0
50000,1,2,2,46,1,179777,10316,29962.833333333332,1719.3333333333333,0,0.0,3,3,0,0,4,4,1
500000,2,2,2,44,0,542780,60000,90463.33333333333,10000.0,0,0.0,1,1,2,2,4,4,1
130000,2,2,1,40,0,6582,4266,1097.0,711.0,-5,-0.8333333333333334,0,0,0,0,5,1,9
70000,2,1,2,28,1,380361,14372,63393.5,2395.3333333333335,12,2.0,3,3,0,0,3,3,6
70000,2,3,2,29,0,139745,6085,23290.833333333332,1014.1666666666666,0,0.0,0,0,0,0,4,4,0
120000,2,2,2,27,0,179613,16500,29935.5,2750.0,2,0.3333333333333333,3,3,0,0,1,0,6
340000,1,2,1,48,0,452696,19104,75449.33333333333,3184.0,0,0.0,3,3,0,0,4,4,5
130000,1,1,2,41,1,4176,3480,696.0,580.0,-6,-1.0,0,0,0,0,5,1,9
240000,1,1,2,33,0,1341823,112669,223637.16666666666,18778.166666666668,0,0.0,4,4,2,2,4,4,8
50000,2,2,1,37,0,203047,14294,33841.166666666664,2382.3333333333335,2,0.3333333333333333,3,3,0,0,1,0,4
210000,2,2,1,48,0,78334,71458,13055.666666666666,11909.666666666666,-5,-0.8333333333333334,0,0,2,2,5,1,5
30000,1,2,2,30,1,130653,5047,21775.5,841.1666666666666,12,2.0,0,0,0,0,3,3,0
80000,2,2,2,22,0,299970,19595,49995.0,3265.8333333333335,0,0.0,3,3,0,0,4,4,3
50000,1,3,1,42,0,224985,9447,37497.5,1574.5,0,0.0,3,3,0,0,4,4,9
220000,2,3,1,25,0,591828,27346,98638.0,4557.666666666667,0,0.0,1,1,0,0,4,4,3
40000,1,2,1,37,0,88850,11000,14808.333333333334,1833.3333333333333,3,0.5,0,0,0,0,1,0,4
280000,1,1,2,26,0,1569744,60900,261624.0,10150.0,4,0.6666666666666666,2,2,2,2,1,0,6
90000,2,2,1,31,0,350,0,58.333333333333336,0.0,-10,-1.6666666666666667,0,0,0,0,8,6,0
180000,2,2,2,39,0,705298,36822,117549.66666666667,6137.0,0,0.0,1,1,0,0,4,4,9
50000,1,2,2,30,1,148448,7281,24741.333333333332,1213.5,0,0.0,0,0,0,0,4,4,0
320000,1,2,2,27,0,917657,41012,152942.83333333334,6835.333333333333,0,0.0,4,4,2,2,4,4,6
70000,1,2,1,38,0,269448,9518,44908.0,1586.3333333333333,0,0.0,3,3,0,0,4,4,4
260000,2,1,2,36,1,9281,3950,1546.8333333333333,658.3333333333334,11,1.8333333333333333,0,0,0,0,3,3,4
360000,1,1,1,38,0,720782,109690,120130.33333333333,18281.666666666668,0,0.0,1,1,2,2,4,4,4
100000,2,2,2,38,0,382709,11214,63784.833333333336,1869.0,0,0.0,3,3,0,0,4,4,4
100000,2,1,1,32,1,2990,2565,498.3333333333333,427.5,-5,-0.8333333333333334,0,0,0,0,5,1,8
140000,2,2,1,39,0,817962,34610,136327.0,5768.333333333333,0,0.0,1,1,0,0,4,4,9
90000,2,2,2,28,0,525082,24000,87513.66666666667,4000.0,7,1.1666666666666667,1,1,0,0,6,7,6
220000,1,1,2,25,0,453646,115444,75607.66666666667,19240.666666666668,-2,-0.3333333333333333,3,3,2,2,2,9,3
260000,2,1,2,34,0,9219,3982,1536.5,663.6666666666666,-12,-2.0,0,0,0,0,0,2,8
